"","gene_symbol","logFC","logCPM","PValue","FDR"
"MSTRG.30530|ZNF337-AS1","MSTRG.38681|SEMA5A",-0.451923759278076,5.46463110107608,0.51572834115685,0.832130732898457
"MSTRG.43870|SNX8","MSTRG.38686|SNHG18",-0.444406867561745,4.80075425043508,0.515809220879391,0.832159613611648
"MSTRG.36829|DCUN1D4","MSTRG.38701|ATPSCKMT",-0.580831854166228,5.45344503516445,0.515890362940825,0.832188910455027
"MSTRG.43338|CCDC28A","MSTRG.38703|CCT5",-0.297400835972283,2.76882624356401,0.516195755378617,0.832384092531276
"MSTRG.5861|HNRNPH3","MSTRG.38706|CMBL",-0.524182775410404,5.58537278098809,0.516217361181448,0.832384092531276
"MSTRG.45982|MKRN1","MSTRG.38711|MARCHF6",-0.478386616967841,6.02508181290853,0.516268973425528,0.832384092531276
"MSTRG.22365|ARMC7","MSTRG.38721|ANKRD33B",-0.330482332613149,3.74578914720984,0.516462411175326,0.832384092531276
"MSTRG.24005|TLE2","MSTRG.38727|DAP",0.694986246534708,4.58237596106832,0.516474285440188,0.832384092531276
"MSTRG.23259|ZNF397","MSTRG.38729|CTNND2",-0.494419208479456,6.54282979396445,0.516475620570678,0.832384092531276
"MSTRG.37329|PKD2","MSTRG.3873|NEK7",-0.575228573169951,5.45127053201339,0.51650064684455,0.832384092531276
"MSTRG.11013|LETMD1","MSTRG.38740|DNAH5",-0.48423469998699,5.83661771292654,0.516587663438244,0.832384092531276
"MSTRG.37870|FTH1P24","MSTRG.38742|TRIO",0.825839244946973,3.24556739512912,0.516668349419524,0.832384092531276
"MSTRG.10494|GOLT1B","MSTRG.38744|OTULINL",-0.659194532067326,4.27820979794818,0.51668542582165,0.832384092531276
"MSTRG.9900|PRDM10","MSTRG.38747|EEF1A1P13",0.529778583448193,5.47619696578494,0.516704331108872,0.832384092531276
"MSTRG.3990|BTG2","MSTRG.38749|OTULIN",-0.532552883428706,7.03985981976906,0.516786926926974,0.832415660793138
"MSTRG.33037|GRAP2","MSTRG.38750|ANKH",-0.888690149555786,3.57420576214511,0.516934512994849,0.832434322684065
"MSTRG.51960|MID2","MSTRG.38763|FBXL7",-0.428316256056337,4.86342518399429,0.516979264547405,0.832434322684065
"MSTRG.17249|RCN2","MSTRG.3876|PTPRC",-0.56881561645139,4.86195045889597,0.516987516229883,0.832434322684065
"MSTRG.30312|NDUFAF5","MSTRG.38773|ZNF622",0.520007902379464,4.85653491722846,0.517078330552178,0.832479100960879
"MSTRG.6088|DLG5","MSTRG.38774|RETREG1",-0.507351408530026,6.83435087421898,0.517179344978318,0.832503129907982
"MSTRG.45508|PUS7","MSTRG.38778|MYO10",-0.37325111157936,4.12137761174633,0.517219268403438,0.832503129907982
"MSTRG.49202|PAICSP1","MSTRG.38782|BASP1",-0.393641147982059,2.61965515841171,0.517290891210882,0.832516997024285
"MSTRG.47945|MTERF3","MSTRG.38790|FTH1P10",-0.342637677896954,3.64238456410499,0.517365097998379,0.832535018859162
"MSTRG.42016|UHRF1BP1","MSTRG.3879|MIR181A1HG",-0.504692133080893,6.50281310875645,0.517787435969195,0.832965990653969
"MSTRG.44241|CREB5","MSTRG.38845|GUSBP1",-0.500215145753851,4.54517802654817,0.517801150515106,0.832965990653969
"MSTRG.21617|KIF18B","MSTRG.38880|LINC02211",-0.395232300217237,4.17852133754003,0.517869980406497,0.832965990653969
"MSTRG.26238|ZNF419","MSTRG.38926|CDH6",-0.450132798881214,4.65997955912489,0.517930703529868,0.832965990653969
"MSTRG.50214|FBXW2","MSTRG.38927|DROSHA",-0.533246079323278,7.11229640782331,0.517963515359032,0.832965990653969
"MSTRG.44824|ZNF107","MSTRG.38929|C5orf22",-0.517499208854069,7.15616174633697,0.518011166669467,0.832965990653969
"MSTRG.25820|NR1H2","MSTRG.38931|PDZD2",-0.42444685487446,4.93626831478626,0.518207891248018,0.833069344505223
"MSTRG.32657|TFIP11-DT","MSTRG.38948|GOLPH3",-0.768718650686871,3.04071752553198,0.518219490908607,0.833069344505223
"MSTRG.6541|PSD","MSTRG.38952|MTMR12",-0.299694134325951,3.22700919536877,0.518279892643646,0.833069344505223
"MSTRG.32120|COL6A1","MSTRG.38954|ZFR",-0.575879078627434,8.69663927217148,0.51839454721695,0.833069344505223
"MSTRG.12409|C12orf65","MSTRG.38957|SUB1",-0.480925317725804,5.90370047781744,0.518418174798762,0.833069344505223
"MSTRG.44526|GTF2IP13","MSTRG.38959|NPR3",0.61249494272748,5.69609309633602,0.518453736461549,0.833069344505223
"MSTRG.7798|NAT10","MSTRG.3896|LINC00862",-0.456168710938378,5.49154975817569,0.518585000899804,0.833178941742353
"MSTRG.11744|POC1B-AS1","MSTRG.38970|TARS1",-0.566005635516735,5.50726438171888,0.518697357725709,0.833258138313653
"MSTRG.27438|SMYD5","MSTRG.38973|ADAMTS12",-0.43617121732016,4.41196901463162,0.519190450865136,0.833803145991497
"MSTRG.10767|PPHLN1","MSTRG.38978|AMACR",-0.532294150790897,6.41874378671879,0.519249207154772,0.833803145991497
"MSTRG.46226|ZNF746","MSTRG.38978|C1QTNF3",-0.461689653570734,5.66794239878395,0.519349059362388,0.833803145991497
"MSTRG.34353|SUCLG2-AS1","MSTRG.38986|RAI14",-0.457370656246791,3.58535396812281,0.519377291483755,0.833803145991497
"MSTRG.36127|IQCG","MSTRG.38992|RAD1",-0.393611348936264,4.28503395028709,0.519392939602633,0.833803145991497
"MSTRG.20468|ARHGAP44","MSTRG.38993|BRIX1",0.572853046536327,5.28047853958587,0.519415249727996,0.833803145991497
"MSTRG.26421|LINC01814","MSTRG.38994|DNAJC21",-0.445535836345352,4.71514735116847,0.519542038917948,0.833905364458558
"MSTRG.1262|TMEM125","MSTRG.38996|PRLR",-0.346463336196481,3.87446683608935,0.519725240672964,0.834098093648959
"MSTRG.2289|CYB561D1","MSTRG.38998|SPEF2",-0.450673392343088,4.82407107698103,0.519816421491984,0.834143111145687
"MSTRG.44299|LSM5","MSTRG.38|CICP3",-0.343439265250461,3.69342562147958,0.520063671860284,0.834362206013257
"MSTRG.25958|ZNF701","MSTRG.39001|IL7R",-0.491204296886073,5.27048457176423,0.520079249884598,0.834362206013257
"MSTRG.42756|CASP8AP2","MSTRG.39009|LMBRD2",-0.455054590669982,5.76015610361863,0.520162608860411,0.834394628004445
"MSTRG.31187|STX16","MSTRG.3900|ZNF281",-0.526282109920526,7.39137748025541,0.520666462213517,0.835001069373862
"MSTRG.15519|EVL","MSTRG.39011|SKP2",0.568965310128086,9.00779593859556,0.520667055973,0.835001069373862
"MSTRG.13858|TUBGCP3","MSTRG.39013|NADK2",-0.54132035924802,4.63156021394624,0.520919515125117,0.835301355065237
"MSTRG.26716|AGBL5","MSTRG.39017|SLC1A3",-0.443159526931741,5.15194939902617,0.520980736175934,0.835301355065237
"MSTRG.18711|TMEM219","MSTRG.39020|NIPBL-DT",-0.447650497709625,5.16900505598193,0.521122091175299,0.835426618624026
"MSTRG.3090|UBQLN4","MSTRG.39021|NIPBL",-0.456387619775209,5.73973249418606,0.521229983404957,0.83544253212317
"MSTRG.5173|RSU1","MSTRG.39022|KRT18P31",-0.463518872914931,4.58251083774831,0.521288762780823,0.83544253212317
"MSTRG.30906|PABPC1L","MSTRG.39024|CPLANE1",-0.473098653822001,5.92888505314672,0.521321704181907,0.83544253212317
"MSTRG.27873|FAHD2CP","MSTRG.39026|OFD1P17",0.787104353582481,3.78699006039537,0.521500460205832,0.835474671419314
"MSTRG.32562|GUSBP11","MSTRG.3902|KIF14",-0.48490341291146,6.46689965814401,0.521520412574872,0.835474671419314
"MSTRG.7127|MRPL23","MSTRG.39030|NUP155",0.784039854095545,3.42816927766791,0.521531453104253,0.835474671419314
"MSTRG.7056|LMNTD2","MSTRG.39032|WDR70",0.824620848197905,3.52898112649664,0.521641236045004,0.835549236496865
"MSTRG.101|VWA1","MSTRG.3903|DDX59",-0.518148923436354,6.45507525785415,0.521732616966169,0.835594311269575
"MSTRG.19156|HNRNPA1P48","MSTRG.39050|LIFR",-0.502232135312949,4.00853802116617,0.521893341222915,0.835652733944722
"MSTRG.19460|RANBP10","MSTRG.39051|LIFR-AS1",0.574619653204354,6.11436216402629,0.521965366960277,0.835652733944722
"MSTRG.14809|PSMA3","MSTRG.39054|OSMR-AS1",-0.435155400854294,5.35069062140832,0.52196753613922,0.835652733944722
"MSTRG.6461|ENTPD7","MSTRG.39057|OSMR",-0.489868726222345,5.85727977812763,0.522134555704832,0.835652733944722
"MSTRG.14900|SYNE2","MSTRG.39058|RICTOR",-0.547166510483576,8.60104774842834,0.522237403789192,0.835652733944722
"MSTRG.18804|PRSS53","MSTRG.3905|CAMSAP2",-0.428221126004755,4.53175827788356,0.522264471513848,0.835652733944722
"MSTRG.20629|SMCR8","MSTRG.39061|FYB1",-0.49152535110094,6.29637585359818,0.522271578757055,0.835652733944722
"MSTRG.23934|MEX3D","MSTRG.39063|DAB2",0.584883198560554,5.93329528534399,0.52229468036543,0.835652733944722
"MSTRG.44863|GUSB","MSTRG.39073|TTC33",0.574082012065457,5.44008977857387,0.522370122136502,0.835652733944722
"MSTRG.44123|RAPGEF5","MSTRG.39075|PTGER4",-0.464005472247617,5.90487020686937,0.522401542600727,0.835652733944722
"MSTRG.25432|GSK3A","MSTRG.39076|PRKAA1",-0.446617173084082,5.31678582378078,0.522542481423006,0.835753166565616
"MSTRG.27298|SLC1A4","MSTRG.39078|RPL37",-0.543617210089966,5.73222724137795,0.522617768684762,0.835753166565616
"MSTRG.2105|ABCA4","MSTRG.39080|CARD6",-0.41363129283921,3.83796338420438,0.522654084260326,0.835753166565616
"MSTRG.40324|SMAD5","MSTRG.39081|C7",-0.515223921236623,6.22168514660579,0.522768600038404,0.835835129756466
"MSTRG.10345|ETV6","MSTRG.39088|OXCT1",-0.503305180149262,6.47269740565059,0.522881194815781,0.835914002069076
"MSTRG.15756|GPR132","MSTRG.3908|INAVA",0.642111949286501,4.91342358704542,0.52315710012319,0.836087992773984
"MSTRG.8347|DAGLA","MSTRG.39092|C5orf51",-0.442029278068988,4.55245669746012,0.523183251471464,0.836087992773984
"MSTRG.44486|POLM","MSTRG.39098|GHR",0.576995152254412,6.02660807526452,0.523272657687468,0.836087992773984
"MSTRG.6873|CTBP2","MSTRG.390|TNFRSF1B",-0.508476620703085,6.75043641968988,0.523303842228822,0.836087992773984
"MSTRG.34805|ZBTB20","MSTRG.39102|SELENOP",-0.503889278336729,6.67577543419917,0.523306417939972,0.836087992773984
"MSTRG.11545|RAB3IP","MSTRG.39116|ANXA2R",-0.52358431522502,5.95527714688034,0.523401069577242,0.836138112963861
"MSTRG.43914|TNRC18","MSTRG.39119|ZNF131",0.542376745212709,8.82947276243078,0.523579134439007,0.836321458334454
"MSTRG.39081|C7","MSTRG.3911|KIF21B",0.723193285972984,4.69214053113249,0.523842844017708,0.836514262323506
"MSTRG.19847|ATP2C2-AS1","MSTRG.39125|HMGCS1",0.789804041911237,3.77999110881581,0.523940864154149,0.836514262323506
"MSTRG.36284|STK32B","MSTRG.39128|CCL28",-0.408012192785373,3.18708678138285,0.523945586956408,0.836514262323506
"MSTRG.21500|VPS25","MSTRG.39131|C5orf34",-0.373843488059596,4.37927122234894,0.523953079163652,0.836514262323506
"MSTRG.9420|ZC3H12C","MSTRG.39132|EEF1A1P19",0.511041254569922,4.95359519572622,0.524244676256672,0.836611493528233
"MSTRG.45151|DMTF1","MSTRG.39135|PAIP1",-0.511555413846721,7.30104745463228,0.52430867544658,0.836611493528233
"MSTRG.52616|IKBKG","MSTRG.39136|NNT-AS1",-0.359602139540594,3.9791466621402,0.52432443107476,0.836611493528233
"MSTRG.875|SNORA73A","MSTRG.39138|NNT",0.613623362168533,5.75482697013685,0.524327839753633,0.836611493528233
"MSTRG.23715|CYB5A","MSTRG.39145|MRPS30-DT",-0.444875949801113,5.23918467896192,0.524348583856768,0.836611493528233
"MSTRG.32313|RTL10","MSTRG.39147|MRPS30",-0.461525184204192,5.84375289752701,0.524445077994664,0.836611493528233
"MSTRG.44475|BLVRA","MSTRG.39154|EMB",0.742112577183386,4.07115966227702,0.524508849261439,0.836611493528233
"MSTRG.44232|HIBADH","MSTRG.39158|PARP8",0.584484062711772,4.56937890547112,0.52460208573287,0.836611493528233
"MSTRG.49373|LINC01410","MSTRG.3916|TMEM9",-0.419879605582034,4.50951663793671,0.52464116113545,0.836611493528233
"MSTRG.47749|IMPA1","MSTRG.39173|ITGA1",-0.318439525360524,3.61277419870248,0.524647153210848,0.836611493528233
"MSTRG.18737|SMG1P5","MSTRG.39173|PELO",-0.447866630459398,5.2892638330139,0.524713444255584,0.836616234940151
"MSTRG.41007|TSPAN17","MSTRG.39177|ITGA2",-0.494626721177196,5.45722468723448,0.524793308244843,0.836642613638889
"MSTRG.29286|SPATS2L","MSTRG.3917|IGFN1",-0.592038435795962,6.1231196986853,0.524947105365617,0.836786838363602
"MSTRG.10651|DENND5B","MSTRG.39180|MOCS2",0.559502559245326,5.08945786193846,0.525150804930088,0.836845657796585
"MSTRG.1094|GNL2","MSTRG.39187|ARL15",-0.581695444694327,5.36718942714314,0.525154274095071,0.836845657796585
"MSTRG.12291|CIT","MSTRG.39197|SNX18",-0.531740434782934,5.98085485532216,0.525266025254755,0.836845657796585
"MSTRG.25778|RCN3","MSTRG.3919|PKP1",-0.436470311015718,4.81345258688178,0.525282051542855,0.836845657796585
"MSTRG.5600|MARCHF8","MSTRG.3920|LAD1",-0.428756328792431,5.0364166283026,0.525455755287912,0.836845657796585
"MSTRG.3619|RASAL2","MSTRG.39211|GPX8",-0.507631095295641,6.75294212648523,0.525459856042288,0.836845657796585
"MSTRG.30042|FARP2","MSTRG.39215|CCNO",-0.478305115951932,6.49968708001707,0.525468348203306,0.836845657796585
"MSTRG.10200|FOXJ2","MSTRG.39217|DHX29",-0.432555117469172,5.184817053305,0.525531142254197,0.836845657796585
"MSTRG.33297|MAPK12","MSTRG.39218|MTREX",0.645241220691129,5.25539514608525,0.525554020161664,0.836845657796585
"MSTRG.18267|RSL1D1","MSTRG.39220|PLPP1",-0.457291566230455,5.74147322916261,0.525826352760093,0.837178406918799
"MSTRG.8489|PPP2R5B","MSTRG.39223|SLC38A9",-0.364209289776703,4.22031670310023,0.526051408180825,0.837394687835735
"MSTRG.41612|BTN3A1","MSTRG.39229|IL6ST",-0.493655534438005,6.37336862980873,0.52608895055812,0.837394687835735
"MSTRG.50148|HDHD3","MSTRG.39245|LINC01948",-0.374957253983562,4.50601042336377,0.526281454296628,0.837600199424398
"MSTRG.39299|ZSWIM6","MSTRG.39249|MAP3K1",-0.571938428443526,5.46169551451648,0.526376552977612,0.837620361508684
"MSTRG.15538|WDR25","MSTRG.3924|PHLDA3",-0.32428355916655,3.47748700754501,0.526420909859087,0.837620361508684
"MSTRG.31832|RUNX1","MSTRG.39253|MIER3",-0.522987435011734,7.88176781321895,0.526498073987382,0.837642269909124
"MSTRG.44488|POLD2","MSTRG.39259|GPBP1",0.667869755384803,5.340442741508,0.52657282427262,0.837660333146415
"MSTRG.46852|BMP1","MSTRG.3925|CSRP1",0.54843895521918,6.12566047248316,0.526705155658352,0.83776997974164
"MSTRG.3071|YY1AP1","MSTRG.39269|PLK2",0.52315779265281,6.45844443749224,0.526901094388174,0.837980760730735
"MSTRG.5008|TASOR2","MSTRG.39276|PDE4D",-0.509879953327076,7.23370047360014,0.527076156328983,0.838090996952026
"MSTRG.27617|RETSAT","MSTRG.3927|RPS10P7",-0.431620307225063,5.15222379601309,0.527097266682157,0.838090996952026
"MSTRG.25753|SNRNP70","MSTRG.39285|PART1",0.576248444697835,8.45226931925389,0.527173733223226,0.838111723869389
"MSTRG.31320|PPDPF","MSTRG.3928|NAV1",-0.479528404744941,6.37578234106071,0.527535005518623,0.838398237835932
"MSTRG.854|THEMIS2","MSTRG.39290|ELOVL7",-0.497587451390453,4.89211454239337,0.527598113320829,0.838398237835932
"MSTRG.29958|SCLY","MSTRG.39291|ERCC8",0.579685768624914,5.05721357358795,0.527657504927787,0.838398237835932
"MSTRG.8526|MALAT1","MSTRG.39293|NDUFAF2",-0.560652633513753,15.436837882887,0.527711195900968,0.838398237835932
"MSTRG.45742|SND1-IT1","MSTRG.39296|SMIM15",0.580368274292172,4.55766842752579,0.527848417522663,0.838398237835932
"MSTRG.7078|PIDD1","MSTRG.39299|ZSWIM6",0.624386190833406,5.53898012018703,0.527898681622283,0.838398237835932
"MSTRG.50390|COQ4","MSTRG.39310|IPO11",-0.46929528594819,6.32195205386367,0.527910344355882,0.838398237835932
"MSTRG.50644|PAXX","MSTRG.39310|KIF2A",0.753707910712545,3.86199914887223,0.528085890722692,0.838398237835932
"MSTRG.50510|TSC1","MSTRG.39311|DIMT1",-0.501105558122928,7.00419836998322,0.528111035393877,0.838398237835932
"MSTRG.20473|ELAC2","MSTRG.39319|RNF180",-0.407919251456759,4.98920864314114,0.528137261708717,0.838398237835932
"MSTRG.44016|PHF14","MSTRG.39326|SREK1IP1",-0.479677199639855,6.47886152665053,0.52821839103701,0.838398237835932
"MSTRG.24756|CILP2","MSTRG.39327|CWC27",0.605346205397062,4.17277127209596,0.528231850824204,0.838398237835932
"MSTRG.13016|SPART","MSTRG.39331|ADAMTS6",-0.445255503671252,4.57254569759922,0.528259761365345,0.838398237835932
"MSTRG.22687|FN3KRP","MSTRG.39335|CENPK",-0.356180910639226,4.11074430061015,0.528302378493715,0.838398237835932
"MSTRG.18736|NPIPB13","MSTRG.39336|PPWD1",0.555189221696027,6.06752957127297,0.528305738910313,0.838398237835932
"MSTRG.2837|GABPB2","MSTRG.39337|TRIM23",0.522875153886446,6.81832175656456,0.528622709719153,0.838705462082098
"MSTRG.22055|PPM1D","MSTRG.39338|TRAPPC13",0.678392453946168,4.82612587513109,0.528687157638166,0.838705462082098
"MSTRG.11337|AGAP2","MSTRG.39339|SGTB",0.570419114914801,4.52160463018569,0.528689759606584,0.838705462082098
"MSTRG.29321|CASP8","MSTRG.39340|NLN",-0.537720239078862,5.84646077819253,0.5288293482785,0.838826191933232
"MSTRG.26633|KLHL29","MSTRG.39343|ERBIN",0.559241791122,5.85693614994536,0.528973441819373,0.838865600641046
"MSTRG.4905|ZNF672","MSTRG.39347|SREK1",0.56915932621074,5.44283238977722,0.52898116888982,0.838865600641046
"MSTRG.43393|PHACTR2-AS1","MSTRG.3934|IPO9",0.610054290288052,3.14770402465109,0.52922271432635,0.838865979602288
"MSTRG.48884|FOCAD","MSTRG.39354|MAST4",-0.477653636827057,5.55694882061383,0.529287277414985,0.838865979602288
"MSTRG.23887|ARID3A","MSTRG.39372|PIK3R1",0.552180533433483,5.42264923130963,0.529303326133196,0.838865979602288
"MSTRG.25709|RPL18","MSTRG.3937|LMOD1",-0.505238953096555,6.67826455744107,0.529305213559596,0.838865979602288
"MSTRG.41920|AGPAT1","MSTRG.39384|SLC30A5",-0.3876448838355,4.00528752952244,0.529324452221843,0.838865979602288
"MSTRG.15780|IGHG2","MSTRG.39387|CCNB1",0.588873904008164,5.78021535556985,0.529372426268438,0.838865979602288
"MSTRG.43199|OR2A4","MSTRG.3938|TIMM17A",-0.56938871843703,4.22098297705206,0.529439573360727,0.838865979602288
"MSTRG.28772|PKP4","MSTRG.39391|CDK7",-0.514234017826331,6.75543304697106,0.529489311275493,0.838865979602288
"MSTRG.33030|ATF4","MSTRG.39392|CCDC125",-0.499569949077694,6.63713639723724,0.529581439920651,0.838911349439104
"MSTRG.30702|ACSS2","MSTRG.39395|TAF9",0.558575319576763,5.12728057988582,0.529826600063761,0.839173633157366
"MSTRG.26881|GPATCH11","MSTRG.39396|RAD17",-0.636395798323328,4.27173316743679,0.530182114488204,0.839173633157366
"MSTRG.19484|ESRP2","MSTRG.39397|MARVELD2",0.602088283062227,6.31977460902239,0.53028402632523,0.839173633157366
"MSTRG.6543|CUEDC2","MSTRG.393|VPS13D",-0.284238359309849,3.17954837169935,0.530434873143776,0.839173633157366
"MSTRG.30835|MAFB","MSTRG.39401|OCLN",-0.496271498603215,6.22903657177324,0.530439193251707,0.839173633157366
"MSTRG.35027|ABTB1","MSTRG.39403|GTF2H2C",-0.406318139756215,4.81597167316936,0.530446911632301,0.839173633157366
"MSTRG.52207|APLN","MSTRG.39406|GUSBP3",0.736735374976469,3.71265943720921,0.530486890126679,0.839173633157366
"MSTRG.13823|RAB20","MSTRG.39408|GUSBP13",0.599124516272029,3.22213996548508,0.530517958402635,0.839173633157366
"MSTRG.4199|PPP2R5A","MSTRG.39417|GUSBP14",-0.442060499459374,5.76376824387492,0.53055164185797,0.839173633157366
"MSTRG.21973|TSPOAP1","MSTRG.3941|RNPEP",0.589313938752175,6.21639393786078,0.530599180685134,0.839173633157366
"MSTRG.1288|ATP6V0B","MSTRG.39422|GUSBP15",-0.511756230762196,5.42174419775711,0.530645130312449,0.839173633157366
"MSTRG.30992|ZMYND8","MSTRG.39423|GUSBP16",-0.499604065764011,7.06443678107534,0.530649910926453,0.839173633157366
"MSTRG.46259|GIMAP1","MSTRG.39429|NAIP",-0.43984408326012,3.30913178516322,0.530710695876023,0.839173633157366
"MSTRG.2143|PTBP2","MSTRG.3942|ELF3-AS1",-0.545995266048385,5.76768135302437,0.530720392870291,0.839173633157366
"MSTRG.43395|HYMAI","MSTRG.39430|GTF2H2",-0.402435863111394,2.941323718768,0.530727627516796,0.839173633157366
"MSTRG.23969|OAZ1","MSTRG.39432|NAIPP4",-0.508790853945844,6.8640403554361,0.530779956552314,0.839173633157366
"MSTRG.14289|DCAF11","MSTRG.39434|GUSBP9",-0.483463021519657,5.59467577400846,0.530878135411487,0.839173633157366
"MSTRG.34091|SEMA3F-AS1","MSTRG.39435|GUSBP17",0.686151780560363,4.32124097222628,0.530915809080206,0.839173633157366
"MSTRG.39443|MCCC2","MSTRG.3943|ELF3",-0.50971918876244,6.97936376404963,0.530953725361052,0.839173633157366
"MSTRG.49936|TBC1D2","MSTRG.39440|BDP1",-0.409354288823354,4.50564279911998,0.531059923962354,0.839241092610284
"MSTRG.18700|PRRT2","MSTRG.39443|MCCC2",0.557230438376227,5.16726968887041,0.531177929946298,0.839256121395139
"MSTRG.17835|NME4","MSTRG.39447|MAP1B",-0.427183165531655,5.3281151983347,0.531242470473228,0.839256121395139
"MSTRG.24770|ZNF506","MSTRG.39449|MRPS27",-0.479551011132781,6.5717935661956,0.531259986327779,0.839256121395139
"MSTRG.37738|SPRY1","MSTRG.39451|PTCD2",-0.482148695054817,5.78334493254153,0.53145726925942,0.839467411682573
"MSTRG.17524|POLG","MSTRG.39454|ZNF366",-0.464866741155026,6.11452978094675,0.531588161023011,0.839573795314014
"MSTRG.24962|UQCRFS1","MSTRG.39460|TNPO1",-0.378356855181716,4.36014111935884,0.531662771346205,0.839588272556237
"MSTRG.32012|LINC00319","MSTRG.39465|FCHO2",0.672939687767872,3.35392757798627,0.531833651136951,0.839588272556237
"MSTRG.6711|ABLIM1","MSTRG.39480|BTF3",-0.504751516469705,7.08315519043759,0.53190545968287,0.839588272556237
"MSTRG.9250|ENDOD1","MSTRG.39482|ANKRA2",-0.553117178155284,5.0666757663537,0.531951774246682,0.839588272556237
"MSTRG.27435|SFXN5","MSTRG.39483|UTP15",-0.433930514761766,5.52508050861661,0.531970465355623,0.839588272556237
"MSTRG.36214|HAUS3","MSTRG.39484|ARHGEF28",-0.484289278828308,5.1693346914146,0.532057807318347,0.839588272556237
"MSTRG.31351|C20orf204","MSTRG.3948|GPR37L1",-0.375819250280853,4.40003556173035,0.532086085688389,0.839588272556237
"MSTRG.600|UBXN10","MSTRG.39494|ENC1",-0.354712383794893,4.37217585175736,0.532162025721066,0.839588272556237
"MSTRG.1371|MOB3C","MSTRG.39495|HEXB",-0.439748388136822,5.41128865239237,0.532180665524498,0.839588272556237
"MSTRG.47055|NRG1","MSTRG.39496|GFM2",0.584547372337445,4.98885544696644,0.532262140270343,0.839588272556237
"MSTRG.24161|GPR108","MSTRG.39498|NSA2",-0.378475995638526,4.46919884171294,0.532336060923649,0.839588272556237
"MSTRG.42229|TJAP1","MSTRG.3949|ARL8A",-0.422995837985276,5.33000904506859,0.532419941571853,0.839588272556237
"MSTRG.10299|KLRK1-AS1","MSTRG.3950|PTPN7",0.705408424449421,4.28354739562332,0.532423381196451,0.839588272556237
"MSTRG.30174|MAVS","MSTRG.39513|HMGCR",-0.522602307978673,8.17804363712722,0.532683476349831,0.839846357933971
"MSTRG.21539|LINC00910","MSTRG.39514|CERT1",-0.432149277563815,4.83990072773845,0.53271416982098,0.839846357933971
"MSTRG.11447|TBC1D30","MSTRG.39516|POLK",-0.436433987464717,5.39043105299704,0.532889863038725,0.83996101942683
"MSTRG.51417|SNORA11","MSTRG.39521|POC5",-0.426445456446911,3.69535317093362,0.532995257630272,0.83996101942683
"MSTRG.49894|ZNF782","MSTRG.39539|IQGAP2",-0.393737349945752,4.80150083031482,0.53301606422175,0.83996101942683
"MSTRG.14716|FERMT2","MSTRG.39542|F2RL2",-0.507054725394683,5.13761353101293,0.533041182766516,0.83996101942683
"MSTRG.27978|NPAS2","MSTRG.39546|F2R",-0.462103429250459,5.58297984954604,0.53331545332744,0.840292998427793
"MSTRG.16036|HERC2P2","MSTRG.3954|PPP1R12B",-0.493339103576293,6.97445772701656,0.53351218667201,0.840502745021732
"MSTRG.43878|BRAT1","MSTRG.39552|AGGF1",0.584412349870844,6.14009103251055,0.534141966593953,0.841394588055066
"MSTRG.14301|TSSK4","MSTRG.39552|PDE8B",0.588254809322489,4.26830368117566,0.534443446310151,0.841769132923593
"MSTRG.16392|BAHD1","MSTRG.39552|ZBED3-AS1",-0.443399768674771,5.36853825079359,0.534513623082998,0.841779320833809
"MSTRG.42517|OGFRL1","MSTRG.39553|ZBED3",-0.524164641251635,6.25858947250581,0.534579274752666,0.84178238080169
"MSTRG.7085|TSPAN4","MSTRG.39555|SNORA47",0.609523936561334,5.66137186337721,0.53476848036706,0.841961503080399
"MSTRG.3773|TPR","MSTRG.39557|WDR41",-0.505840717981548,7.41285999858582,0.534826726737062,0.841961503080399
"MSTRG.19603|AP1G1","MSTRG.39561|TBCA",-0.493506852401218,7.04863833691446,0.53493797657089,0.841961503080399
"MSTRG.23222|RNF125","MSTRG.39565|AP3B1",-0.40117617180382,4.20465842702374,0.535009220663529,0.841961503080399
"MSTRG.50680|NOXA1","MSTRG.39569|SCAMP1-AS1",0.730997839755986,4.39465710147996,0.535011638527437,0.841961503080399
"MSTRG.15724|ASPG","MSTRG.39570|SCAMP1",0.698933111483675,4.76758696762232,0.535239655274669,0.842153607374469
"MSTRG.5769|UBE2D1","MSTRG.39571|LHFPL2",0.539579451543028,3.35118634690937,0.535265417076768,0.842153607374469
"MSTRG.46157|ARHGEF35","MSTRG.39575|ARSB",-0.401716914540731,5.00965224664409,0.53532491851496,0.842153607374469
"MSTRG.26435|ASAP2","MSTRG.39580|RNY3P1",-0.440220508922657,5.49357588932134,0.535525525491191,0.842368900989894
"MSTRG.25535|CBLC","MSTRG.39584|JMY",0.65230555213049,3.86732558564528,0.535771165652705,0.842597005672169
"MSTRG.7055|LRRC56","MSTRG.39586|HOMER1",0.793212748782294,3.51602705376439,0.535798080803569,0.842597005672169
"MSTRG.44976|BUD23","MSTRG.39589|TENT2",-0.425266147771819,5.25141978587829,0.535875008311054,0.842617694253713
"MSTRG.11237|ORMDL2","MSTRG.39590|CMYA5",-0.387104116245001,4.30279123058243,0.535967819535178,0.842657345407796
"MSTRG.1071|OSCP1","MSTRG.39594|MTX3",-0.557346309634392,3.74049497630653,0.536027774778818,0.842657345407796
"MSTRG.24561|RASAL3","MSTRG.39599|SERINC5",0.683068811179887,4.57207137366532,0.536278207741399,0.842854613291093
